Variable,EMS_Code,Use,Media,Days,Samples,Notes,Phototoxic,Condition,MinimumLimit,MaximumLimit,Units,Statistic,WQG_Type,Reference,Reference Link,Overview Report Link,Technical Document Link
Cyanobacterial Toxins: MicrocystinLR,MCYS,Drinking Water,Water,1,,,,,,0.0015,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Cyanobacterial Toxins: Microcystins Total,MCYS,Recreation - Swimming,Water,,,,,,,0.02,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 = 5.0,,1,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 > 5.0 & EMS_0004 <=5.5,,2,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 > 5.5 & EMS_0004 <=6.0,,2,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 > 6.0 & EMS_0004 <=6.5,,4,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 > 6.5 & EMS_0004 <=7.0,,8,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 > 7.0 & EMS_0004 <=7.5,,12,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 > 7.5 & EMS_0004 <=8.0,,13,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 > 8.0 & EMS_0004 <=8.5,,14,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Dehydroabietic acid (DHA),D052,Aquatic Life - Freshwater,Water,1,,,,EMS_0004 > 8.5 & EMS_0004 <= 9.0,,14,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Deltamethrin,D079,Aquatic Life - Freshwater,Water,30,5,,,,,0.0004,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Deltamethrin,D079,Agriculture - Livestock,Water,30,5,,,,,2.5,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Di-(2-ethylhexyl) phthalate (DEHP),,Aquatic Life - Freshwater,Water,30,5,,,,,16,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dibenzo(a,h)anthracene",PA10,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00622,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dibenzo(a,h)anthracene",PA10,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.135,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dibenzo(a,h)anthracene",PA10,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00622,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dibenzo(a,h)anthracene",PA10,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.135,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dibenzofuran,PA68,Aquatic Life - Marine,Sediment,30,5,Lower SWQG,,,,0.151,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Dibenzofuran,PA68,Aquatic Life - Marine,Sediment,30,5,Upper SWQG,,,,0.581,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
"Dibutyl phthalate (DBP, di-n-butylphthalate)",,Aquatic Life - Freshwater,Water,30,5,,,,,19,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dicamba,D032,Aquatic Life - Freshwater,Water,30,5,,,,,10,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dicamba,D032,Agriculture - Irrigation,Water,30,5,,,,,0.006,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dicamba,D032,Agriculture - Livestock,Water,30,5,,,,,122,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl dichloroethane (1,1-Dichloro 2,2-bis (p-chloro-phenyl) ethane) p,p'-DDD",,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00354,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl dichloroethane (1,1-Dichloro 2,2-bis (p-chloro-phenyl) ethane) p,p'-DDD",,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.00851,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl dichloroethane (1,1-Dichloro 2,2-bis (p-chloro-phenyl) ethane) p,p'-DDD",,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00122,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl dichloroethane (1,1-Dichloro 2,2-bis (p-chloro-phenyl) ethane) p,p'-DDD",,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.00781,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl dichloroethene (1,1-Dichloro 2,2-bis (p-chloro-phenyl) ethene) p,p'-DDE",,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00142,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl dichloroethene (1,1-Dichloro 2,2-bis (p-chloro-phenyl) ethene) p,p'-DDE",,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.00675,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl dichloroethene (1,1-Dichloro 2,2-bis (p-chloro-phenyl) ethene) p,p'-DDE",,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00207,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl dichloroethene (1,1-Dichloro 2,2-bis (p-chloro-phenyl) ethene) p,p'-DDE",,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.374,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl trichloroethane (1,1,1-Trichloro 2,2-bis (p-chloro-phenyl) ethane, total DDT)",T016,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00119,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl trichloroethane (1,1,1-Trichloro 2,2-bis (p-chloro-phenyl) ethane, total DDT)",T016,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.00477,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl trichloroethane (1,1,1-Trichloro 2,2-bis (p-chloro-phenyl) ethane, total DDT)",T016,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00119,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichloro diphenyl trichloroethane (1,1,1-Trichloro 2,2-bis (p-chloro-phenyl) ethane, total DDT)",T016,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.00477,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dichlorobromomethane,B002,Agriculture - Livestock,Water,30,5,,,,,100,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dichloromethane (methylene chloride),M041,Aquatic Life - Freshwater,Water,30,5,,,,,98.1,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dichloromethane (methylene chloride),M041,Agriculture - Livestock,Water,30,5,,,,,50,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichlorophenoxyacetic acid (2,4-D)",D041,Aquatic Life - Freshwater,Water,30,5,,,,,4,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Dichlorophenoxyacetic acid (2,4-D)",D041,Agriculture - Livestock,Water,30,5,,,,,100,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Diclofop-methyl,D009,Aquatic Life - Freshwater,Water,30,5,,,,,6.1,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Diclofop-methyl,D009,Agriculture - Irrigation,Water,30,5,,,,,0.18,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Diclofop-methyl,D009,Agriculture - Livestock,Water,30,5,,,,,9,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Didecyl dimethyl ammonium chloride (DDAC),DDAC,Aquatic Life - Freshwater,Water,30,5,,,,,1.5,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dieldrin,D046,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00285,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dieldrin,D046,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.00667,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dieldrin,D046,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.00071,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dieldrin,D046,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.0043,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Diethyl phthalate,P011,Aquatic Life - Marine,Sediment,30,5,When sediment contains 1% organic carbon,,,,0.611,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Diethyl phthalate,P011,Aquatic Life - Marine,Sediment,30,5,When sediment contains 1% organic carbon,,,,1.101,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Diisopropanolamine,,Drinking Water,Water,1,,,,,,21,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Diisopropanolamine,,Aquatic Life - Freshwater,Water,1,,,,,,1.6,mg/L,max,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/diisopropanolamin-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dipa-tech.pdf
Diisopropanolamine,,Agriculture - Irrigation,Water,1,,,,,,3.9,mg/L,max,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/diisopropanolamin-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dipa-tech.pdf
Diisopropanolamine,,Agriculture - Livestock,Water,1,,,,,,38,mg/L,max,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/diisopropanolamin-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dipa-tech.pdf
Dimethoate,D001,Aquatic Life - Freshwater,Water,30,5,,,,,6.2,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dimethoate,D001,Agriculture - Livestock,Water,30,5,,,,,3,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dimethyl phthalate,P010,Aquatic Life - Marine,Sediment,30,5,Lower SWQG,,,,0.531,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Dimethyl phthalate,P010,Aquatic Life - Marine,Sediment,30,5,Upper SWQG,,,,0.531,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Di-n-butyl phthalate,P012,Aquatic Life - Marine,Sediment,30,5,Lower SWQG,,,,2.21,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Di-n-butyl phthalate,P012,Aquatic Life - Marine,Sediment,30,5,Upper SWQG,,,,171,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Di-n-butyl tin Total,DISN,Aquatic Life - Freshwater,Water,30,5,,,,,0.08,ug/L,mean,Working,"Ontario Ministry of Environment and Energy.  1994. Water Management Policies, Guidelines, Provincial Water Quality Objectives of the Ministry of Environment and Energy. 32 p.",,,
Di-n-octyl phthalate,P014,Aquatic Life - Marine,Sediment,30,5,Lower SWQG,,,,0.581,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Di-n-octyl phthalate,P014,Aquatic Life - Marine,Sediment,30,5,Upper SWQG,,,,451,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Dinoseb,D031,Aquatic Life - Freshwater,Water,30,5,,,,,0.05,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dinoseb,D031,Agriculture - Irrigation,Water,30,5,,,,,16,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dinoseb,D031,Agriculture - Irrigation,Water,30,5,Cereals and hay,,,,46,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Dinoseb,D031,Agriculture - Irrigation,Water,30,5,Legumes,,,,93,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
